"DistanceToAirport","Precipitation","DistanceToMilitaryBase","DistanceToLandfill","DistanceToChem","DistanceToRubber","DistanceToTextile","DistanceToApparel","DistanceToFnB","DistanceToFurniture","DistanceToLeather","DistanceToMiscellaneous","DistanceToPaper","PopDen","Median.Earnings.Inflation.Adj.2020","Concentration","Latitude","Longitude","STUSPS"
6.53086039918025,487.52,10.864085874859,10.187438946879,7.74669125423976,6.08620269866166,11.1399368949969,10.99790982719,7.38130406058319,8.27713832657951,11.9427985225651,6.08620269866166,7.29898632513642,182,43938,11490,34.4323617,-119.8398311,"CA"
6.42874855120692,487.52,10.8630760420661,10.1869843214427,7.73796494445535,6.17611511846961,11.1399146633711,10.9979378713035,7.37130430946349,8.26974696045957,11.9427895024727,6.17611511846961,7.30575371546701,182,43938,9410,34.4317643,-119.8401048,"CA"
9.68789443538014,1228.51,10.3136222142719,9.13681486066216,7.57482787056959,4.95505924958178,9.29493236686812,10.1246998989213,8.19142947774466,7.43500927786378,10.2618899111606,7.45543105589032,7.54831315143394,216,62332,9300,40.750187,-73.602438,"NY"
9.33569573116612,529.83,8.63893745345218,8.64355845125904,5.90045286029615,7.02076041402374,9.31920117483315,10.5430114693283,6.70648179749538,6.50105827346898,9.51625650872805,6.91533082773943,6.91533082773943,173,63915,9240,38.0703383,-122.1359415,"CA"
9.79402643629384,508.12,8.91914140866971,9.53494639474845,6.62686320901918,9.30471996643564,9.83888525814621,10.3293707361235,7.86921764448975,9.1439249695359,8.93457675457967,8.29780763669708,9.30416020439618,186,59456,9014.4,38.0485282,-122.2472813,"CA"
6.55185975958569,487.52,10.855899342036,10.2087285384352,7.96203592920046,6.90826061012537,11.1313529262505,10.9880446937479,7.68359596442385,8.40243519043982,11.9389621056872,6.56087136285561,6.81095896725169,182,43938,8782,34.4301115,-119.8340187,"CA"
6.0001102142454,363.96,10.42935247905,7.85144067457892,7.71930934785764,7.8111933252799,9.99582207602043,9.91924200289004,7.75436035014022,7.8111933252799,10.5305230892035,9.08322462520902,7.38043463509785,156,33808,8450,37.89065,-121.238929,"CA"
10.1489829151086,622.24,9.9466670591296,8.57624413844419,5.52029170607108,5.68828977479305,9.10761078312806,9.52258390114994,6.38600880760133,8.05625657921673,10.013958169788,7.75026569341022,6.89115142810802,225,40251,8230,37.921083,-122.364379,"CA"
6.5940293538543,487.52,10.8649750330042,10.1866467020804,7.74014690153057,5.98303298070189,11.14035388686,10.9983622571955,7.3705039179416,8.27470116616817,11.9429847839222,5.98303298070189,7.31497739614433,182,43938,7946.85,34.432765,-119.8399711,"CA"
9.12602741050081,1192.36,10.5002319606375,8.63050495424502,6.38260415941463,7.75043908074855,8.80042541512751,10.373723451615,6.58742758526739,8.09591681790267,10.4869329491111,7.31884541636991,7.36632653706974,213,54967,7567,40.754562,-73.516937,"NY"
8.25741004323036,362.92,10.3141921359419,7.28694776513727,7.0172510750792,8.25185806114674,10.01494562239,9.86639761505387,8.04040261297857,8.70146352929473,10.4431317216092,9.10377487749799,8.39896085545714,113,41702,7180,37.8775523,-121.1995091,"CA"
8.4611840319171,388.87,9.60075756347966,9.37183500756909,6.46872198401222,8.45595985530051,8.45595985530051,10.0880225745205,6.22608600612833,8.09674332301637,9.96602173026347,8.0175041139245,8.47355586166306,206,48278,7167.4,37.3257508,-121.9024392,"CA"
8.48922224635629,314.16,9.89485204365333,9.34381436059271,5.52352181613448,5.77755062503466,7.6866895364236,8.30299815304525,6.28968360318707,6.94195691136371,9.38755639282279,5.46569434459668,7.49689143107434,234,47005,6975.8,33.7177175,-117.8536587,"CA"
10.1485898045345,622.24,9.94861037522375,8.58040715446333,5.6430239952029,5.80962950414033,9.10781379437473,9.52003410445885,6.38287252885346,8.06485297419624,10.0155949187738,7.7588864489364,6.85340433468759,225,40251,6780,37.920827,-122.364718,"CA"
8.75872001233136,840.04,12.2278486593195,8.88589749793233,10.3972078702667,8.97655541703306,11.3556666110056,12.1880247262698,8.89144638436887,10.9635159622436,10.9904221521397,10.0957067917362,8.85534368909877,131,35755,6578.44127777778,45.6879163,-89.4779558,"WI"
6.99193899395508,503.6,10.2220834484996,7.23469193175676,7.51802094992946,7.58383130014718,8.15639266263919,9.69862327200748,7.3662488062043,7.41499453294954,10.3521268065955,7.47546432746786,7.3400687379821,199,30836,5746,37.720222,-122.208722,"CA"
8.47583348682556,388.87,9.60741673773676,9.37785132207333,6.50637716568823,8.43113041263931,8.43113041263931,10.0927941069638,6.27065617504345,8.05965408259472,9.96816801280646,7.98159919918508,8.45931606653178,206,48278,5670,37.3256747,-121.9010458,"CA"
9.37188327555364,529.83,8.71944612600047,8.70876108634912,4.52342536415457,6.67049495349875,9.35035921602483,10.5541403099409,6.85217924193872,4.92081050159088,9.50455614067431,6.33713232264628,6.67028063872221,173,63915,5300,38.0750943,-122.135828,"CA"
9.85648404206796,1006.89,6.3772101355365,9.85691111275902,8.75585158357162,10.0289563061219,9.2219493324673,10.2112069930067,8.64334659096776,10.4874802688087,10.6533893520379,9.02035407047548,9.2219493324673,151,54375,4945,39.35923,-94.92068,"KS"
6.9736774026343,298.15,9.91388988553983,8.97972776320225,6.88128170393161,7.76886399854423,7.64406070392062,8.64780151301326,6.88128170393161,7.78849997606081,9.63743666629094,6.27504070952318,6.94774225592691,199,32173,4940,33.683521772,-117.861315391,"CA"
6.19149307468215,271.91,7.01515523102001,9.32352237501175,6.52951803776849,8.80666410710724,9.69938413236213,9.66618114063404,8.64104925195066,8.24898403960766,8.58046203025492,8.58046203025492,6.49997376553258,227,60599,4899.2,32.73683481,-117.1864753,"CA"
6.42707401228317,487.52,10.8623725770333,10.1902073533337,7.77493463601441,6.28080122854514,11.1387215999938,10.9965437073689,7.42403461699177,8.29149806814148,11.9422548148958,6.28080122854514,7.24651483908733,182,43938,4561,34.4317133,-119.8391657,"CA"
9.90601354806749,835.91,12.2501198187542,10.1737754461133,10.7875981515655,9.51593480097266,11.3798477511585,12.1556885364782,9.91587931866241,11.070757667992,11.0963780547366,10.6796944172046,9.51593480097266,50,35755,4450,45.6625691172342,-89.2137866306736,"WI"
6.32328417619214,312.27,9.04769487475099,8.95693919357281,7.34442519933547,6.94514387537699,8.74370506148755,7.18001754452545,8.80518040289381,7.97433624250115,9.45790774898522,7.09680237177711,6.84669684413962,225,50736,4250,33.8180401,-118.1580129,"CA"
9.77121107558685,508.12,8.8653999489301,9.51213535295747,6.68244165887059,9.2938031265398,9.81890794426681,10.3208580830249,7.85094455960657,9.11302787021519,8.99831814770845,8.27014797720886,9.29227248688235,186,59456,3995,38.0446953,-122.2442013,"CA"
7.04294006427595,503.6,10.266257299812,7.79918456335013,7.44683893625806,7.93099550594358,8.52683385804773,9.62658317469046,7.926922840361,7.9922703493711,10.353686480998,7.96891405683534,7.99814220401966,199,30836,3970,37.711056,-122.222167,"CA"
5.11423881335871,441.15,8.95651477684111,8.6497388596199,6.37973505301952,9.35631276264045,7.69954213855605,10.5087872146909,9.27602113890447,8.44893726698293,10.0776794267135,6.90050937604939,8.02534884306169,215,39087,3921.96,37.9892369,-122.0588021,"CA"
10.1447690734456,850.72,9.80461273770125,9.36586025428191,7.40066431253914,7.40066431253914,9.72434748104816,9.43219250327213,8.95922900188065,9.35694257250494,9.9560885696461,7.67562740620722,9.10451395761658,152,56672,3900,44.809898,-92.915703,"MN"
10.0290958529917,273.51,9.26115455650474,6.49420601177171,8.41737676049089,7.69671774552086,10.4589002200737,10.4541674174318,8.47003032405798,7.62136903447436,9.76120245720534,8.46902061576638,8.03950427133195,222,35744,3700,32.59885329,-117.0085216,"CA"
9.25637401852949,568.92,10.2002460989949,9.42692023030536,6.97570158472034,8.16075135211856,8.86051023872419,9.25953232524274,6.93026195616631,6.22927425468565,10.4458816931891,8.45139669168974,7.21194687827495,199,49081,3650,37.801924,-122.282286,"CA"
9.42452914744841,300.12,8.18052262425666,8.51823319264622,4.96343511251881,8.05571584654187,9.22466882121,9.32768601172098,7.67046644485995,8.8794216537321,9.61277394799307,8.53487101239605,8.77824612381288,255,27189,3400,33.7594385,-118.2660903,"CA"
10.1479193756881,622.24,9.94809781293086,8.58273514161595,5.58035785999645,5.76778389112472,9.10560889056143,9.51973291860282,6.34949977983254,8.06788429557551,10.0156976922951,7.75000096728254,6.87019785603737,225,40251,3389,37.920747,-122.364502,"CA"
9.31867319885008,529.83,8.5216933408829,8.6255875966815,6.14938549222009,7.46313521569562,9.31211988629286,10.5264094907068,7.16035213633815,7.10674834330662,9.50641486963377,7.38606556851022,7.38606556851022,173,63915,3230,38.0656196,-122.1398407,"CA"
10.0062495357857,879.08,9.93508486862148,8.70467034109401,7.94340489602363,7.94340489602363,6.64962046968583,6.3892554252106,7.1774947309476,7.47909157018754,9.43153402823636,6.22711954698137,6.75034114203374,180,47277,3200,44.963022,-92.964936,"MN"
6.33302949167242,366.42,10.0300058735991,9.0725751170939,7.93306960844548,10.1827092516762,11.8217142014765,11.7993924337001,7.13704962523363,11.2065017468426,12.3305108689633,6.34667254866893,11.2585784150054,159,53712,3089,34.8975354255,-120.4510642549,"CA"
9.87925252302566,835.91,12.2500641786668,10.1520132196885,10.7751314221531,9.47908839448885,11.3801084469678,12.1572999201736,9.89029926962533,11.068604632845,11.094274436398,10.6651010123739,9.47908839448885,50,35755,2974,45.6647236057319,-89.2212742481553,"WI"
9.42860569533656,300.12,8.16549851706532,8.52437962693876,4.85649396136658,8.06662900839272,9.22719471057824,9.33235226382926,7.67035326278105,8.87597774851319,9.61240481444631,8.52862914964902,8.77957768009522,255,27189,2820,33.7594347,-118.266729,"CA"
5.79947026610471,298.15,9.88772520723793,8.9518971671626,6.05497337723412,7.2764133414911,8.02104967188582,8.81393618638442,7.58579483664447,7.2764133414911,9.6641023658336,6.62677820893942,6.56164948348051,199,54718,2706,33.678002,-117.8702445,"CA"
8.86325477616265,1194.6,8.39237450871265,9.52532345282861,7.56320571022976,7.99446034260552,8.8488004337558,9.41858818808535,8.97270795264248,8.92253016037856,10.3562014620378,6.29119702966288,8.70649913263947,196,52553,2700,39.629279,-75.658263,"DE"
10.0985600988237,894.85,10.9924113007322,6.83230983630683,9.23504878257355,9.11335668495655,9.16578295865307,11.0509633956453,8.57898222466378,9.59574600664501,10.6139533323692,8.58659542391255,8.88438743536142,104,50868,2700,38.29580545,-122.7527355,"CA"
7.02571292492862,503.6,10.26687863109,7.80578199213478,7.42970241898763,7.93837434681986,8.52705319025857,9.62517900824856,7.91643634122424,7.99655309427065,10.3546141290475,7.95878213652426,8.00117542468969,199,30836,2690,37.71125,-122.222389,"CA"
10.3540702147689,1225.14,9.83424292860983,10.1596193253692,8.28563463377633,7.86828017070444,8.57366340010709,9.36340633315141,7.82820615562674,9.2593387434968,8.68105106691474,8.74051160838654,7.82820615562674,200,45599,2615,40.199111668,-75.168565123,"PA"
9.94082405459022,1104.01,9.94566404802104,9.62992405568026,6.74585962841831,8.4421996514728,10.3924692552476,10.3924692552476,11.1677476409421,10.1661137405446,11.7185619351315,9.41085999599418,6.74585962841831,120,32030,2579,39.279214,-81.664703,"OH"
6.38041760154627,868.53,12.0556345896516,8.75583126534705,8.60096403151367,8.62143960947391,11.1670037694294,12.5379182740512,7.26828909366457,10.993836553794,12.1683033460981,10.6628869869329,8.99008133939045,108,36248,2575,40.50696866,-122.2865579,"CA"
9.89644358856374,835.91,12.2497377990384,10.1663774196854,10.7845790889805,9.50206320366227,11.3790438425035,12.1557916727065,9.90649299931116,11.068981332858,11.0946456097634,10.6756532123584,9.50206320366227,50,35755,2560,45.6625424832553,-89.2162722911234,"WI"
9.79730216951021,508.12,8.9275381217749,9.5413049796497,6.42756307698748,9.31585621472437,9.84267436851833,10.3251759647181,7.91673639234693,9.15396365239131,8.94076397391668,8.26330608647982,9.31518660037417,186,59456,2554.6,38.0476852,-122.2484154,"CA"
9.89397780442241,835.91,12.2496595923389,10.1644528983785,10.783727220022,9.49851800121693,11.378886823634,12.1558439775183,9.90408754218489,11.068580613284,11.0942547176533,10.6745522040074,9.49851800121693,50,35755,2550,45.662579,-89.21692,"WI"
6.98700052239455,348.02,8.17240925939504,9.78855697558867,7.23539899367782,7.7958740851077,8.83450230848236,9.69255550096544,7.75695451712702,8.13581048748952,9.24881150358804,7.61294282824106,7.16631278754739,241,74145,2536.5,33.9475214,-118.3979584,"CA"
9.79758067950743,508.12,8.92790703314426,9.5405432200453,6.51308768903051,9.31278740172135,9.84260826411219,10.3271458229171,7.90284055194332,9.15245480253923,8.93455384729361,8.27747870033323,9.31221292049592,186,59456,2534.8,38.0482112,-122.2482193,"CA"
9.51098951276218,865.56,9.43638027045835,9.2234636090407,7.03944419025565,7.95431893392241,9.02733245921746,8.9871307117101,7.75929692270561,8.89838424056781,9.08396986687661,7.84575530685636,7.10027632055213,169,47186,2500,44.870098,-93.051399,"MN"
5.21198489864704,441.15,8.95801377649278,8.6490588737381,6.35080663544181,9.35592133660159,7.70624393553241,10.5083449030954,9.2756216205562,8.45000144067036,10.0772252050196,6.91394779015509,8.02975754676052,215,39087,2461.96,37.9891946,-122.0589894,"CA"
9.40570903797097,1597.94,10.1574545870186,9.99257736793614,9.40266112573826,9.51508338741181,10.5785521882215,11.6721642580198,9.4366084589959,9.6489395357739,11.6244502128144,10.022313384522,9.42598403296762,184,65278,2460,34.200745,-77.801056,"NC"
6.43795212255416,868.53,12.0554858434395,8.75369478573185,8.60735323597439,8.62380093357093,11.1667566628741,12.537838631286,7.28794873966184,10.9935431003567,12.1683280635309,10.6624534665813,8.98767015875105,108,36248,2425,40.50685879,-122.2861708,"CA"
6.79721118999964,348.02,8.15213754223273,9.78221050078197,7.34303776866818,7.75772523388299,8.84155887964403,9.70315632822576,7.70620352809011,8.19138824149319,9.25459419061716,7.57443983319806,7.29058845091573,241,74145,2317,33.9461853,-118.3993787,"CA"
9.65858694242811,1223.21,10.350753044243,7.93234769332373,7.42219937187196,9.28695269354923,8.66460713905654,10.0207195332397,9.24870648475964,8.53382866846726,10.0245870656775,8.14749947314361,9.28701611315502,202,77888,2306,40.825656,-73.698186,"NY"
9.8435132737153,863.48,9.57609075709496,8.99030118675371,7.44005339329096,8.53494429829373,9.523541185564,9.10955625010281,7.2653542775949,9.34785542561581,9.60202842645976,7.78987505007523,7.78987505007523,152,47808,2300,44.834841,-92.992558,"MN"
6.94677558123347,348.02,8.1875454206901,9.79090752457883,7.28000731460833,7.81543346123512,8.84497686639646,9.69597738162502,7.77380949479872,8.14673341182459,9.25578234652451,7.63824680401571,7.15572922081524,241,74145,2186,33.9477604,-118.398692,"CA"
7.06204244026488,348.02,8.13677174261735,9.78276807601644,7.14674562881525,7.74896086335466,8.81197008413664,9.68620295919283,7.71563805781711,8.11891140894841,9.23402567357835,7.55267767552346,7.21109690372444,241,74145,2178,33.9468596,-118.3965061,"CA"
6.06732049958031,363.96,10.4314343495617,7.81879647840563,7.72851812233099,7.78171414619684,9.99297003211496,9.92228438809734,7.71763625398437,7.78171414619684,10.5318057210166,9.0765913030427,7.32560519974942,156,33808,2139,37.890629,-121.239912,"CA"
10.7751487685982,1175.89,11.1127401530781,10.5266059530412,6.440163031545,6.37515393490936,10.5630154001078,11.4031930158564,10.5149543968769,9.5041653035633,11.0681315595918,9.68894860640122,9.60966313634133,91,43443,2112,41.9534,-73.5103,"NY"
9.57879788901629,330.6,8.22867910120476,8.94215809366046,5.57814236468018,8.66079397965026,9.43386799021558,9.48849617054624,6.40476456009541,9.15323005328046,9.77199595480575,8.88474182778588,9.12678319057401,255,37250,2050,33.7357416,-118.2731724,"CA"
6.03853217615252,370.23,9.25385813469137,8.88599813018132,7.20209910470243,7.89078927351907,9.09477285412969,9.91620962970283,7.24075320108882,7.50493537448306,9.7408313954474,7.45174638901914,7.03738943195641,206,48278,1990.8,37.3593653,-121.9314327,"CA"
9.23908970033708,480.12,8.40090891890899,8.47884985881928,6.44871820900258,7.77196549850055,9.24013530018051,10.5131689827059,7.42007486004526,6.74754483425212,9.5518717926221,7.68860099677997,7.68860099677997,173,63915,1983,38.0577888,-122.1363894,"CA"
10.4220926289342,461.59,10.6515372472452,8.86996596245985,10.2691441797259,9.64203370805337,11.5297023989499,11.438439659513,9.62837135931098,10.2977913403943,12.1356314279115,10.3704557391359,10.4625029506253,20,43938,1900.49,34.47289223,-120.2015465,"CA"
9.99720435865426,852.81,9.54190061576259,8.91497431207504,7.95747451246167,7.9585914802545,9.75684671502078,9.44661442844241,8.59686001342803,9.50328501238135,9.84813717662934,7.56592611316118,8.73636150129894,152,56672,1900,44.800989,-92.968061,"MN"
10.122015078708,1239.6,9.80915318779844,10.0973738909255,5.91908316720626,7.75470845696651,9.09707915247619,9.668093991948,7.64674239424544,9.08415577578667,8.17494643903599,6.51676427475828,5.16137407265721,158,50551,1899,40.204766683,-75.090775775,"PA"
8.4759387835837,388.87,9.60740819542104,9.37789321122389,6.50362388231784,8.43127394121227,8.43127394121227,10.0927669349891,6.26715319828727,8.05992740680417,9.96821172743108,7.9817165734568,8.45973801585253,206,48278,1863.33333333333,37.3256618,-121.9010617,"CA"
10.0324396988636,860.79,9.74292182930803,9.25482912646137,7.47441934003343,7.47441934003343,9.57552879356006,9.20364401090632,8.49142233299879,9.51298272431016,9.8037316235964,7.50192192213971,8.75278459130325,152,56672,1800,44.827745,-92.943822,"MN"
10.4335266691997,848.39,10.0929392913045,9.82798027549886,8.08599202496209,8.23518063626503,10.0155882220683,9.91322282196544,8.49643356591298,8.59661448582255,10.231977480287,8.30485484591112,8.094234136679,167,48912,1800,44.767174,-92.823043,"MN"
10.3137780787348,854.53,9.943188902425,9.61089275602355,8.25445237709292,8.57859914127372,9.95260164692955,9.74724914917257,8.67339584087446,8.85283376907875,10.1701259200759,8.4886599885534,8.34846114927305,167,48912,1793,44.779779,-92.86821,"MN"
7.6746507030184,346.91,8.1887246605972,9.79747454510123,5.97865927380171,7.8941043034848,8.73295707669647,9.62358215804134,7.91314561719764,7.78636616516284,9.17517154620069,7.50253333417341,7.09879603603917,241,74145,1769.66666666667,33.9509114,-118.3870014,"CA"
10.2876672713825,622.29,9.93346919831794,7.14370150668828,7.70027866965493,7.66947039529143,9.58760453328552,9.83386523246218,8.76618753701912,7.82649052525931,9.8214443218565,8.11308910563594,8.3226930650514,225,37497,1750,37.96927424,-122.3906921,"CA"
8.65607396456709,433.01,8.9321733618692,9.49692208813392,7.98527322904072,8.46950796694989,9.51730272738011,11.7942332147881,8.7351270573894,8.44798563958336,9.22051563268625,8.42891242474411,8.40904083968951,177,36622,1740,38.764099,-104.739998,"CO"
10.2094002893014,482.53,10.7635717282774,6.14673600365307,10.1162509027138,9.6979238991261,11.4672800405927,11.3688016607942,9.68790448525897,10.0541168060792,12.102491099876,10.1438335670766,10.2580534114949,88,43938,1690,34.47780649,-120.1291514,"CA"
6.06871691269901,271.91,7.07522688864049,9.32099075762618,6.60421535146461,8.79726929286428,9.70630553801549,9.67371800846248,8.62347779682883,8.27231360773292,8.56206875749347,8.56206875749347,6.55226899485986,227,60599,1662,32.73578295,-117.186186,"CA"
9.66887810766871,411.54,9.68822258426741,5.25871487644436,8.49800155100427,9.39611202211412,10.4456372133941,11.3543917394405,8.49766112992031,9.41811180987821,10.5537485737045,8.21975456028379,9.52576152250992,146,70440,1640,36.714989,-121.766072,"CA"
6.68520521835991,533.25,9.77853780934337,9.06247207602469,7.78727593375998,9.50541222685951,9.79172857220652,9.29066214102411,8.10353654445754,8.08657247589288,10.5416716842847,7.96582918618545,8.03667368079729,203,0,1557,37.625786116,-122.378000777,"CA"
9.96561816544015,1122.79,9.99012634925282,9.28450441983782,8.99803524529112,9.12314434755645,10.0183747395661,10.0183747395661,11.1676711289394,10.305369918652,11.7006691237655,9.73660380252662,9.12314434755645,164,43801,1544,39.2,-81.6,"WV"
9.88659237745033,835.91,12.2494253944285,10.1586948112112,10.7811905505104,9.4878809541043,11.378417148521,12.1559985950567,9.89688388528388,11.0673840781249,11.0930874831523,10.6712675761642,9.4878809541043,50,35755,1500,45.6626849637577,-89.2188503832376,"WI"
