"var1.pred","var1.var","Longitude","Latitude"
3.21296482115864,2.18943624445887,-94.9999999997608,49.2916666666615
3.22424015437183,2.18924602625777,-94.8749999997598,49.0833333333265
3.19547370308093,2.18833881784841,-122.208333333311,49.0416666666595
3.20555973935112,2.18913593130655,-120.999999999968,49.0416666666595
3.20573972934202,2.1892128880183,-120.874999999967,49.0416666666595
3.20559160823564,2.18933373472236,-120.624999999965,49.0416666666595
3.2041634134213,2.1894708944905,-120.124999999961,49.0416666666595
3.20046107472389,2.18956404221066,-118.33333333328,49.0416666666595
3.20041071105068,2.18956461307475,-118.249999999946,49.0416666666595
3.20022243303918,2.18956662601011,-117.791666666609,49.0416666666595
3.20005649775948,2.189568199299,-115.791666666593,49.0416666666595
3.20005486463749,2.18956821289973,-115.583333333258,49.0416666666595
3.20005393481844,2.18956822057566,-115.41666666659,49.0416666666595
3.20005374299863,2.18956822215185,-115.374999999923,49.0416666666595
3.2000513288378,2.18956824159981,-109.99999999988,49.0416666666595
3.20005132845978,2.18956824159311,-109.833333333212,49.0416666666595
3.2000513257976,2.18956824154183,-109.16666666654,49.0416666666595
3.20005132185944,2.18956824146344,-108.708333333203,49.0416666666595
3.20005130385,2.18956824110094,-107.91666666653,49.0416666666595
3.20005005544365,2.18956821652781,-105.624999999845,49.0416666666595
3.20004833989222,2.18956818316667,-105.166666666508,49.0416666666595
3.19998271798597,2.18956691023383,-103.499999999828,49.0416666666595
3.199776179589,2.18956275480588,-102.749999999822,49.0416666666595
3.19906233362972,2.18954650826397,-102.041666666483,49.0416666666595
3.19839968835764,2.18952879661766,-101.749999999814,49.0416666666595
3.19561419155268,2.18942661420135,-101.166666666477,49.0416666666595
3.16670930734362,2.18553177170055,-98.2083333331196,49.0416666666595
3.20695786045315,2.18938442622234,-96.4999999997727,49.0416666666595
3.21745832144965,2.18933287188044,-95.8749999997677,49.0416666666595
3.22497144150042,2.18922128996803,-95.3333333330967,49.0416666666595
3.19355195654154,2.18875454043868,-123.083333333318,48.9999999999925
3.19259275767706,2.18843177849076,-122.791666666649,48.9999999999925
3.2047922749325,2.1887383435587,-121.333333333304,48.9999999999925
3.20176219314669,2.18954579266893,-119.249999999954,48.9999999999925
3.20006687679524,2.18956811216078,-116.374999999931,48.9999999999925
3.2000514506012,2.1895682406897,-113.74999999991,48.9999999999925
3.20005144147061,2.18956824076094,-113.708333333243,48.9999999999925
3.20005139418931,2.18956824112909,-113.416666666574,48.9999999999925
3.20005133466874,2.18956824158872,-112.041666666563,48.9999999999925
3.20005133286167,2.1895682416018,-111.791666666561,48.9999999999925
3.2000513304416,2.18956824161472,-111.041666666555,48.9999999999925
3.20005132906873,2.18956824160336,-110.166666666548,48.9999999999925
3.20005130236019,2.18956824107084,-107.91666666653,48.9999999999925
3.20005056315233,2.189568226417,-105.916666666514,48.9999999999925
3.19997460172892,2.18956675065241,-103.458333333161,48.9999999999925
3.19985635768584,2.18956439540327,-102.958333333157,48.9999999999925
3.19735720775822,2.18949580071132,-101.499999999812,48.9999999999925
3.18631988293473,2.18842951756929,-97.4999999997807,48.9999999999925
3.21174507619375,2.18936238613394,-96.2916666664377,48.9999999999925
3.22261233529726,2.18924975524812,-95.7083333330997,48.9999999999925
3.19170232603974,2.18823551440463,-122.833333333316,48.9583333333255
3.20280427690348,2.18952702211848,-119.541666666623,48.9583333333255
3.20172388803231,2.18954736392196,-119.16666666662,48.9583333333255
3.20129299882449,2.18955386703939,-118.958333333285,48.9583333333255
3.20075654239556,2.18956087124937,-118.583333333282,48.9583333333255
3.20019849839157,2.18956691514794,-117.624999999941,48.9583333333255
3.2000788861819,2.18956801095028,-116.6666666666,48.9583333333255
3.20005340679007,2.18956822518908,-115.249999999922,48.9583333333255
3.20005164975051,2.18956823914324,-114.249999999914,48.9583333333255
3.20005142808821,2.18956824086915,-113.624999999909,48.9583333333255
